crop,segment_id,series_id,geas_version,episode_date,episode_id,episode_start,episode_end,n_rows,coverage,is_valid_episode,split
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-03-27,iot97_cucumber_geas2_5_seg01_20260327,2026-03-27,2026-03-27 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-03-28,iot97_cucumber_geas2_5_seg01_20260328,2026-03-28,2026-03-28 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-03-29,iot97_cucumber_geas2_5_seg01_20260329,2026-03-29,2026-03-29 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-03-30,iot97_cucumber_geas2_5_seg01_20260330,2026-03-30,2026-03-30 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-03-31,iot97_cucumber_geas2_5_seg01_20260331,2026-03-31,2026-03-31 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-01,iot97_cucumber_geas2_5_seg01_20260401,2026-04-01,2026-04-01 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-02,iot97_cucumber_geas2_5_seg01_20260402,2026-04-02,2026-04-02 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-03,iot97_cucumber_geas2_5_seg01_20260403,2026-04-03,2026-04-03 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-04,iot97_cucumber_geas2_5_seg01_20260404,2026-04-04,2026-04-04 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-05,iot97_cucumber_geas2_5_seg01_20260405,2026-04-05,2026-04-05 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-06,iot97_cucumber_geas2_5_seg01_20260406,2026-04-06,2026-04-06 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-07,iot97_cucumber_geas2_5_seg01_20260407,2026-04-07,2026-04-07 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-08,iot97_cucumber_geas2_5_seg01_20260408,2026-04-08,2026-04-08 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-09,iot97_cucumber_geas2_5_seg01_20260409,2026-04-09,2026-04-09 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-10,iot97_cucumber_geas2_5_seg01_20260410,2026-04-10,2026-04-10 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-11,iot97_cucumber_geas2_5_seg01_20260411,2026-04-11,2026-04-11 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-12,iot97_cucumber_geas2_5_seg01_20260412,2026-04-12,2026-04-12 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-13,iot97_cucumber_geas2_5_seg01_20260413,2026-04-13,2026-04-13 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-14,iot97_cucumber_geas2_5_seg01_20260414,2026-04-14,2026-04-14 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-15,iot97_cucumber_geas2_5_seg01_20260415,2026-04-15,2026-04-15 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-16,iot97_cucumber_geas2_5_seg01_20260416,2026-04-16,2026-04-16 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-17,iot97_cucumber_geas2_5_seg01_20260417,2026-04-17,2026-04-17 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-18,iot97_cucumber_geas2_5_seg01_20260418,2026-04-18,2026-04-18 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-19,iot97_cucumber_geas2_5_seg01_20260419,2026-04-19,2026-04-19 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-20,iot97_cucumber_geas2_5_seg01_20260420,2026-04-20,2026-04-20 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-21,iot97_cucumber_geas2_5_seg01_20260421,2026-04-21,2026-04-21 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-22,iot97_cucumber_geas2_5_seg01_20260422,2026-04-22,2026-04-22 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-23,iot97_cucumber_geas2_5_seg01_20260423,2026-04-23,2026-04-23 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-24,iot97_cucumber_geas2_5_seg01_20260424,2026-04-24,2026-04-24 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-25,iot97_cucumber_geas2_5_seg01_20260425,2026-04-25,2026-04-25 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-26,iot97_cucumber_geas2_5_seg01_20260426,2026-04-26,2026-04-26 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-27,iot97_cucumber_geas2_5_seg01_20260427,2026-04-27,2026-04-27 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-28,iot97_cucumber_geas2_5_seg01_20260428,2026-04-28,2026-04-28 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-29,iot97_cucumber_geas2_5_seg01_20260429,2026-04-29,2026-04-29 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-04-30,iot97_cucumber_geas2_5_seg01_20260430,2026-04-30,2026-04-30 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-01,iot97_cucumber_geas2_5_seg01_20260501,2026-05-01,2026-05-01 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-02,iot97_cucumber_geas2_5_seg01_20260502,2026-05-02,2026-05-02 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-03,iot97_cucumber_geas2_5_seg01_20260503,2026-05-03,2026-05-03 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-04,iot97_cucumber_geas2_5_seg01_20260504,2026-05-04,2026-05-04 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-05,iot97_cucumber_geas2_5_seg01_20260505,2026-05-05,2026-05-05 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-06,iot97_cucumber_geas2_5_seg01_20260506,2026-05-06,2026-05-06 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-07,iot97_cucumber_geas2_5_seg01_20260507,2026-05-07,2026-05-07 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-08,iot97_cucumber_geas2_5_seg01_20260508,2026-05-08,2026-05-08 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-09,iot97_cucumber_geas2_5_seg01_20260509,2026-05-09,2026-05-09 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-10,iot97_cucumber_geas2_5_seg01_20260510,2026-05-10,2026-05-10 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-11,iot97_cucumber_geas2_5_seg01_20260511,2026-05-11,2026-05-11 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-12,iot97_cucumber_geas2_5_seg01_20260512,2026-05-12,2026-05-12 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-13,iot97_cucumber_geas2_5_seg01_20260513,2026-05-13,2026-05-13 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-14,iot97_cucumber_geas2_5_seg01_20260514,2026-05-14,2026-05-14 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-15,iot97_cucumber_geas2_5_seg01_20260515,2026-05-15,2026-05-15 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-16,iot97_cucumber_geas2_5_seg01_20260516,2026-05-16,2026-05-16 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-17,iot97_cucumber_geas2_5_seg01_20260517,2026-05-17,2026-05-17 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-18,iot97_cucumber_geas2_5_seg01_20260518,2026-05-18,2026-05-18 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-19,iot97_cucumber_geas2_5_seg01_20260519,2026-05-19,2026-05-19 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-20,iot97_cucumber_geas2_5_seg01_20260520,2026-05-20,2026-05-20 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-21,iot97_cucumber_geas2_5_seg01_20260521,2026-05-21,2026-05-21 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-22,iot97_cucumber_geas2_5_seg01_20260522,2026-05-22,2026-05-22 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-23,iot97_cucumber_geas2_5_seg01_20260523,2026-05-23,2026-05-23 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-24,iot97_cucumber_geas2_5_seg01_20260524,2026-05-24,2026-05-24 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-25,iot97_cucumber_geas2_5_seg01_20260525,2026-05-25,2026-05-25 23:55:00,288,1.0,True,train
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-26,iot97_cucumber_geas2_5_seg01_20260526,2026-05-26,2026-05-26 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-27,iot97_cucumber_geas2_5_seg01_20260527,2026-05-27,2026-05-27 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-28,iot97_cucumber_geas2_5_seg01_20260528,2026-05-28,2026-05-28 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-29,iot97_cucumber_geas2_5_seg01_20260529,2026-05-29,2026-05-29 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-30,iot97_cucumber_geas2_5_seg01_20260530,2026-05-30,2026-05-30 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-05-31,iot97_cucumber_geas2_5_seg01_20260531,2026-05-31,2026-05-31 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-01,iot97_cucumber_geas2_5_seg01_20260601,2026-06-01,2026-06-01 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-02,iot97_cucumber_geas2_5_seg01_20260602,2026-06-02,2026-06-02 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-03,iot97_cucumber_geas2_5_seg01_20260603,2026-06-03,2026-06-03 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-04,iot97_cucumber_geas2_5_seg01_20260604,2026-06-04,2026-06-04 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-05,iot97_cucumber_geas2_5_seg01_20260605,2026-06-05,2026-06-05 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-06,iot97_cucumber_geas2_5_seg01_20260606,2026-06-06,2026-06-06 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-07,iot97_cucumber_geas2_5_seg01_20260607,2026-06-07,2026-06-07 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-08,iot97_cucumber_geas2_5_seg01_20260608,2026-06-08,2026-06-08 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-09,iot97_cucumber_geas2_5_seg01_20260609,2026-06-09,2026-06-09 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-10,iot97_cucumber_geas2_5_seg01_20260610,2026-06-10,2026-06-10 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-11,iot97_cucumber_geas2_5_seg01_20260611,2026-06-11,2026-06-11 23:55:00,288,1.0,True,validation
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-12,iot97_cucumber_geas2_5_seg01_20260612,2026-06-12,2026-06-12 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-13,iot97_cucumber_geas2_5_seg01_20260613,2026-06-13,2026-06-13 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-14,iot97_cucumber_geas2_5_seg01_20260614,2026-06-14,2026-06-14 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-15,iot97_cucumber_geas2_5_seg01_20260615,2026-06-15,2026-06-15 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-16,iot97_cucumber_geas2_5_seg01_20260616,2026-06-16,2026-06-16 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-17,iot97_cucumber_geas2_5_seg01_20260617,2026-06-17,2026-06-17 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-18,iot97_cucumber_geas2_5_seg01_20260618,2026-06-18,2026-06-18 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-19,iot97_cucumber_geas2_5_seg01_20260619,2026-06-19,2026-06-19 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-20,iot97_cucumber_geas2_5_seg01_20260620,2026-06-20,2026-06-20 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-21,iot97_cucumber_geas2_5_seg01_20260621,2026-06-21,2026-06-21 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-22,iot97_cucumber_geas2_5_seg01_20260622,2026-06-22,2026-06-22 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-23,iot97_cucumber_geas2_5_seg01_20260623,2026-06-23,2026-06-23 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-24,iot97_cucumber_geas2_5_seg01_20260624,2026-06-24,2026-06-24 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-25,iot97_cucumber_geas2_5_seg01_20260625,2026-06-25,2026-06-25 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-26,iot97_cucumber_geas2_5_seg01_20260626,2026-06-26,2026-06-26 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-27,iot97_cucumber_geas2_5_seg01_20260627,2026-06-27,2026-06-27 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-28,iot97_cucumber_geas2_5_seg01_20260628,2026-06-28,2026-06-28 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-29,iot97_cucumber_geas2_5_seg01_20260629,2026-06-29,2026-06-29 23:55:00,288,1.0,True,test
cucumber,iot97_cucumber_geas2_5_seg01,cucumber_geas2_5,2.5,2026-06-30,iot97_cucumber_geas2_5_seg01_20260630,2026-06-30,2026-06-30 23:55:00,288,1.0,True,test

